file_id.serial_number,file_id.time_created,file_id.manufacturer,file_id.garmin_product,file_id.type,file_creator.software_version,device_info.timestamp[s],device_info.serial_number,device_info.manufacturer,device_info.garmin_product,device_info.software_version,unknown.unknown,event.timestamp[s],event.data,event.event,event.event_type,sleep_assessment.average_stress_during_sleep,sleep_assessment.combined_awake_score,sleep_assessment.awake_time_score,sleep_assessment.awakenings_count_score,sleep_assessment.deep_sleep_score,sleep_assessment.sleep_duration_score,sleep_assessment.light_sleep_score,sleep_assessment.overall_sleep_score,sleep_assessment.sleep_quality_score,sleep_assessment.sleep_recovery_score,sleep_assessment.rem_sleep_score,sleep_assessment.sleep_restlessness_score,sleep_assessment.awakenings_count,sleep_assessment.unknown,sleep_assessment.interruptions_score,sleep_level.timestamp[s],sleep_level.sleep_level,
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091588340","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091588400","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091591100","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091593080","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091594520","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091594880","3",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091596380","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091596860","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091598480","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091598540","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091599500","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091599560","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091600220","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091600880","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091602140","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091602320","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091603760","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091604900","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091605860","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091605920","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091606280","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091607660","4",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091607780","1",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","1","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091608980","2",
"3478404119","1091609122","1","4394","49","1610","1091609122","3478404119","1","4394","16.1","54","1091608980","1091616180","74","1","17.74","24","16","32","63","100","27","57","53","75","40","71","4","0","33","1091608980","2",
